Index,Activation,Critical accuracy,Critical error,Lambda,Nodes,Regularization,Sample size,Test accuracy,Test error,Train accuracy,Train error
72,sigmoidsigmoidsigmoid,66.66666666666667,0.35947023019807633,0.001,10.0,l2,5000.0,54.003750000000004,0.37112990656134764,54.1,0.3710411677775388
45,sigmoidsigmoidsigmoid,66.66666666666667,0.6119266869630884,0.001,10.0,l1,5000.0,54.003750000000004,0.6235705161075014,54.1,0.6234817745838909
71,sigmoidsigmoid,66.66666666666667,1.2498397895746407,0.1,100.0,l2,5000.0,54.003750000000004,1.2607551323342427,54.1,1.2606668615568557
70,sigmoidsigmoid,66.66666666666667,2.346312893529941,0.01,100.0,l2,5000.0,54.003750000000004,2.3571989033878404,54.1,2.3567342138832243
68,sigmoidsigmoid,66.66666666666667,0.7784716910924009,0.1,50.0,l2,5000.0,54.003750000000004,0.790022695647669,54.1,0.7899330217486217
67,sigmoidsigmoid,66.66666666666667,1.3115845040135483,0.01,50.0,l2,5000.0,54.003750000000004,1.3230795717918136,54.1,1.3228971983396245
66,sigmoidsigmoid,66.66666666666667,0.46644835956346387,0.001,50.0,l2,5000.0,54.003750000000004,0.4777849189235712,54.1,0.47748025994585797
65,sigmoidsigmoid,66.66666666666667,0.41972399024910273,0.1,10.0,l2,5000.0,54.003750000000004,0.431694106739456,54.1,0.4316029792467317
46,sigmoidsigmoidsigmoid,66.66666666666667,0.3373859530621495,0.01,10.0,l1,5000.0,54.003750000000004,0.3490620733187779,54.1,0.34897332389364283
40,sigmoidsigmoid,66.66666666666667,0.3553247017858021,0.01,50.0,l1,5000.0,54.003750000000004,0.36567992954733275,54.1,0.3656012201395348
44,sigmoidsigmoid,66.66666666666667,4.580744403946717,0.1,100.0,l1,5000.0,54.003750000000004,4.592561208543784,54.1,4.592471389908978
16,sigmoidsigmoid,66.66666666666667,0.3324929287328437,0.01,100.0,,5000.0,54.003750000000004,0.3443290539486353,54.1,0.3436608928287077
22,sigmoidsigmoidsigmoid,66.66666666666667,0.3332934221238799,0.01,50.0,,5000.0,54.003750000000004,0.34500035323302436,54.1,0.3449184470122139
21,sigmoidsigmoidsigmoid,66.66666666666667,0.3334188237568531,0.001,50.0,,5000.0,54.003750000000004,0.34499739505952093,54.1,0.34490097669573805
20,sigmoidsigmoidsigmoid,66.66666666666667,0.3332042607757675,0.1,10.0,,5000.0,54.003750000000004,0.3450107965893119,54.1,0.3449213853868136
19,sigmoidsigmoidsigmoid,66.66666666666667,0.3333079813743998,0.01,10.0,,5000.0,54.003750000000004,0.3450052024257384,54.1,0.34491572269134724
18,sigmoidsigmoidsigmoid,66.66666666666667,0.333281700985476,0.001,10.0,,5000.0,54.003750000000004,0.3450065564706556,54.1,0.3449172438717463
17,sigmoidsigmoid,66.66666666666667,0.3321208398994042,0.1,100.0,,5000.0,54.005,0.34199060734151326,54.1,0.34143748346255065
15,sigmoidsigmoid,66.66666666666667,0.33401542048535837,0.001,100.0,,5000.0,54.003750000000004,0.3443026241305872,54.1,0.3437198995258164
24,sigmoidsigmoidsigmoid,66.66666666666667,0.3313826594553067,0.001,100.0,,5000.0,54.003750000000004,0.34517578578538505,54.1,0.345028587518736
14,sigmoidsigmoid,66.66666666666667,0.33294133203165494,0.1,50.0,,5000.0,54.003750000000004,0.3450310999862376,54.1,0.3447532346902865
13,sigmoidsigmoid,66.66666666666667,0.333427655679939,0.01,50.0,,5000.0,54.003750000000004,0.3449847170920803,54.1,0.3446818881309183
12,sigmoidsigmoid,66.66666666666667,0.33260494001893737,0.001,50.0,,5000.0,54.003750000000004,0.34499794997981226,54.1,0.34465366097631317
11,sigmoidsigmoid,66.66666666666667,0.33307288607712376,0.1,10.0,,5000.0,54.003750000000004,0.345013915889403,54.1,0.3448910055486719
10,sigmoidsigmoid,66.66666666666667,0.33324538734708464,0.01,10.0,,5000.0,54.003750000000004,0.34501584214125913,54.1,0.3449130342308905
