Index,Activation,Critical accuracy,Critical error,Lambda,Nodes,Regularization,Sample size,Test accuracy,Test error,Train accuracy,Train error
46,tanhtanhtanh,66.66666666666667,0.33906162370417653,0.01,10.0,l1,5000.0,54.04625,0.34900652828132694,53.14,0.349720654447767
47,tanhtanhtanh,66.66666666666667,0.7393593005648958,0.1,10.0,l1,5000.0,54.04625,0.7493754929319599,53.14,0.7500947381493621
49,tanhtanhtanh,66.66666666666667,0.3562025029752776,0.01,50.0,l1,5000.0,54.04625,0.3661686695873437,53.14,0.36688432254324355
50,tanhtanhtanh,66.66666666666667,2.46016555939614,0.1,50.0,l1,5000.0,54.04625,2.470104971140998,53.14,2.470818702876461
11,tanhtanh,66.64666666666668,0.3347117474381652,0.1,10.0,,5000.0,54.30625,0.34379513433999936,53.34,0.344236922837736
22,tanhtanhtanh,66.29333333333334,0.30463532072406435,0.01,50.0,,5000.0,77.08125,0.2583510449842473,83.36,0.2191050812756494
27,tanh,65.60333333333334,0.6023372743191943,0.001,10.0,l1,5000.0,71.7475,0.5892364260826097,79.88,0.543675012387958
3,tanh,65.5,0.34491532509299344,0.001,50.0,,5000.0,74.0975,0.3063118954958012,87.92,0.18693982012658325
0,tanh,65.20333333333333,0.33473220026998773,0.001,10.0,,5000.0,72.6825,0.31780062039895873,82.66,0.24896906388589998
1,tanh,65.08333333333334,0.3326821913541009,0.01,10.0,,5000.0,73.38125000000001,0.32891085001026105,84.0,0.25413719202253937
55,tanh,65.02000000000001,0.5252876597703888,0.01,10.0,l2,5000.0,71.545,0.513123800688132,81.2,0.4482304749372161
54,tanh,64.2,0.3650569611997412,0.001,10.0,l2,5000.0,72.58375,0.3371768519991233,81.82000000000001,0.27683798263448295
2,tanh,63.46333333333334,0.33872160769838183,0.1,10.0,,5000.0,71.9775,0.3108240334360177,81.44,0.24813810220296284
36,tanhtanh,57.53666666666667,0.6099774340378509,0.001,10.0,l1,5000.0,48.86125,0.6174217954274646,47.54,0.6175574183247822
